"PercentVar","SimulationNo","k_Mean","lambda_Mean","start_Mean","k_HDIlow","lambda_HDIlow","start_HDIlow","k_HDIhigh","lambda_HDIhigh","start_HDIhigh"
"Var_001","821SummaryInfo.csv",8.383677264,0.4314396686,4.55303472788,5.60267,0.351549,0.604924,12.0656,0.52515,7.82618
"Var_001","822SummaryInfo.csv",11.37858778,0.5042211238,1.550411310019,8.93763,0.442903,0.000385921,13.2979,0.55731,3.88135
"Var_001","823SummaryInfo.csv",12.296565402,0.5481705712,1.5626643166082,9.52046,0.476833,0.000597495,14.3923,0.603789,4.01597
"Var_001","824SummaryInfo.csv",10.552506876,0.498660658,2.7670530526254,7.47389,0.412761,0.000697047,13.5618,0.571951,5.75841
"Var_001","825SummaryInfo.csv",8.042319394,0.4349303884,5.75175402712,5.10023,0.348184,2.06846,11.3468,0.529095,8.93686
"Var_001","826SummaryInfo.csv",10.878474304,0.5167340272,2.838997567652,7.67496,0.428496,0.0034129,14.1212,0.597883,5.9404
"Var_001","827SummaryInfo.csv",6.458508116,0.399918881,7.9961956144,4.48518,0.334928,5.35083,8.72108,0.477429,10.3375
"Var_001","828SummaryInfo.csv",9.436366598,0.4857254796,4.718205617736,6.18242,0.393575,0.837172,13.4735,0.589406,8.06483
"Var_001","829SummaryInfo.csv",6.768438946,0.3924791114,7.1286276606,4.66333,0.324431,4.11592,9.38067,0.4733,9.77682
"Var_001","82SummaryInfo.csv",11.265783064,0.5266278496,2.467923183596,8.15159,0.44524,0.00115151,14.1176,0.601655,5.34239
"Var_001","830SummaryInfo.csv",7.580904092,0.4391639544,6.67651391478,5.10697,0.35804,3.41745,10.6357,0.529714,9.37291
"Var_001","831SummaryInfo.csv",9.023201664,0.451170315,3.717238873702,6.13801,0.371181,0.0264079,12.4014,0.536688,6.80252
"Var_001","832SummaryInfo.csv",12.03836736,0.5588120182,2.9359363257848,8.47655,0.466565,0.00602232,15.6041,0.648495,6.02281
"Var_001","833SummaryInfo.csv",11.3364443,0.5390062846,3.092497288784,7.72025,0.442542,0.0028571,14.8754,0.627945,6.25572
"Var_001","834SummaryInfo.csv",9.976787444,0.4879505022,3.776265197678,6.76698,0.397844,0.19009,13.6781,0.578135,6.97552
"Var_001","835SummaryInfo.csv",12.425273562,0.5634776724,2.378913200446,9.17418,0.477969,0.00159276,15.4153,0.636267,5.1515
"Var_001","836SummaryInfo.csv",7.695399238,0.4431693282,6.92350561886,5.27075,0.364078,3.87656,10.7717,0.534178,9.75775
"Var_001","837SummaryInfo.csv",11.675482858,0.54409009,2.649434314426,8.21259,0.451822,0.00449463,14.8172,0.620539,5.68777
"Var_001","838SummaryInfo.csv",6.414922432,0.3828380078,7.1730714093,4.01277,0.305343,3.69901,9.08992,0.467067,10.0095
"Var_001","839SummaryInfo.csv",10.218578628,0.4847550216,3.433268615112,7.11605,0.40096,0.00511313,13.7433,0.571225,6.44507
"Var_001","83SummaryInfo.csv",11.703878868,0.5220576108,1.9419690358973,8.76319,0.446679,2.64565e-05,14.1473,0.585975,4.74469
"Var_001","840SummaryInfo.csv",10.580632422,0.5112633692,3.1696592012184,7.43718,0.428123,0.000861942,13.9682,0.597361,6.16401
"Var_001","841SummaryInfo.csv",9.61528132,0.4701070706,3.5781435462486,6.54199,0.382767,0.0156373,13.0703,0.55478,6.72859
"Var_001","842SummaryInfo.csv",7.42897547,0.4250902702,6.711414157552,4.92195,0.341928,3.31832,10.575,0.515242,9.61341
"Var_001","843SummaryInfo.csv",9.15972016,0.488357436,5.18056800876,5.93702,0.396592,1.50559,13.0139,0.594564,8.51351
"Var_001","844SummaryInfo.csv",10.45364107,0.5081119768,3.53755510508,7.28116,0.422676,0.108243,14.0287,0.598736,6.52056
"Var_001","845SummaryInfo.csv",9.404841392,0.4913054822,4.925873164702,6.008,0.3962,1.15721,13.1388,0.591579,8.22849
"Var_001","846SummaryInfo.csv",12.645007264,0.5714178006,1.7650735339974,9.70964,0.495791,0.000303673,15.0744,0.634284,4.21566
"Var_001","847SummaryInfo.csv",11.806295428,0.5423287248,2.552474924327,8.46289,0.457679,0.000799125,14.8374,0.621887,5.50015
"Var_001","848SummaryInfo.csv",12.91669052,0.5772301706,1.7626877654938,9.80223,0.498883,0.000151556,15.2833,0.639589,4.35248
