"SimulationNo","PercentVar","Rhat_k","Rhat_l","Rhat_s"
"507Mcmc.Rdata","Var_05",1.00640706537478,0.999399646596981,1.00490677493985
"519Mcmc.Rdata","Var_05",0.999897173508025,0.999212395403606,0.999931347913052
"51Mcmc.Rdata","Var_05",1.02315344714592,0.999812868542712,1.02326125425474
"531Mcmc.Rdata","Var_05",1.00105441433716,0.999253785434182,1.00134404539812
"543Mcmc.Rdata","Var_05",1.00246077425111,0.999285160016952,1.00235385014609
"555Mcmc.Rdata","Var_05",1.00360242499279,0.999308516994115,1.00261751202102
"567Mcmc.Rdata","Var_05",1.00061019581314,0.999235112115426,1.00046745366619
"579Mcmc.Rdata","Var_05",1.01393726577839,0.999597625986478,1.01398714981546
"591Mcmc.Rdata","Var_05",1.00291898103613,0.999280482882918,1.0026135339697
"603Mcmc.Rdata","Var_05",1.02001330425314,0.999747237368106,1.01891093382789
"615Mcmc.Rdata","Var_05",1.00569635137373,0.99933339884259,1.00532737042925
"627Mcmc.Rdata","Var_05",1.023775923184,0.99980455499009,1.0228576501399
"639Mcmc.Rdata","Var_05",1.00594750627164,0.999378435270852,1.00624311071419
"63Mcmc.Rdata","Var_05",1.02920876246754,1.00008325582791,1.02874012778632
"651Mcmc.Rdata","Var_05",1.0070231841485,0.999384609781716,1.00653462406141
"663Mcmc.Rdata","Var_05",1.00711423531636,0.999427611474972,1.00547027651333
"675Mcmc.Rdata","Var_05",1.01081744993209,0.999488697702499,1.00990733268929
"687Mcmc.Rdata","Var_05",1.02560928867716,0.999840443907524,1.02479289589926
"699Mcmc.Rdata","Var_05",1.0000042328356,0.999224973172334,0.999945249458892
"711Mcmc.Rdata","Var_05",1.00450650263176,0.999330832887576,1.00428824363414
"723Mcmc.Rdata","Var_05",1.00206456056508,0.999269977382521,1.00225272623995
"735Mcmc.Rdata","Var_05",1.01233114032387,0.999548250624934,1.01149594251315
"747Mcmc.Rdata","Var_05",1.00202779945075,0.999269421931475,1.00174763001514
"759Mcmc.Rdata","Var_05",1.00135544443029,0.999244971618484,1.00152867142339
"75Mcmc.Rdata","Var_05",1.03466868339363,1.00022376391593,1.03426689930398
"771Mcmc.Rdata","Var_05",1.01426582600064,0.999583121062511,1.01496062380892
"783Mcmc.Rdata","Var_05",1.00023337591346,0.999226561488389,0.99989644903006
"795Mcmc.Rdata","Var_05",1.00417202433085,0.999331286632219,1.00356347542679
"807Mcmc.Rdata","Var_05",1.00277847510112,0.999297870981424,1.00295068561781
"819Mcmc.Rdata","Var_05",0.999926175442632,0.999225449934116,0.999438659177164
"831Mcmc.Rdata","Var_05",1.00013479402716,0.999232350830178,0.999802779177356
"843Mcmc.Rdata","Var_05",1.0027810776377,0.999288165526617,1.00267116364996
"855Mcmc.Rdata","Var_05",1.00202124013772,0.999282800889332,1.00221913573904
"867Mcmc.Rdata","Var_05",1.01648904051571,0.999656957729235,1.01827874125595
"879Mcmc.Rdata","Var_05",1.00115548246071,0.999271159811378,1.00141908946629
"87Mcmc.Rdata","Var_05",1.00665049985612,0.999420709323816,1.00712687396904
"891Mcmc.Rdata","Var_05",1.00299270620666,0.999305712134776,1.00256594695005
"903Mcmc.Rdata","Var_05",1.00936154718271,0.999533534842515,1.01120292191881
"915Mcmc.Rdata","Var_05",1.00849693594149,0.999436638937602,1.00852126303543
"927Mcmc.Rdata","Var_05",1.00502552260653,0.99934807184455,1.00582338361289
"939Mcmc.Rdata","Var_05",1.00219630093245,0.999281108388158,1.00348531709277
"951Mcmc.Rdata","Var_05",1.01264439636866,0.999539956150586,1.01141447562694
"963Mcmc.Rdata","Var_05",1.00622126934612,0.999344227662153,1.0061753625775
"975Mcmc.Rdata","Var_05",1.01981283711871,0.999717365704266,1.01865484875993
"987Mcmc.Rdata","Var_05",1.00202010278936,0.9992835342122,1.00295664340479
"999Mcmc.Rdata","Var_05",1.00615537386846,0.999372663802922,1.00553590212499
"99Mcmc.Rdata","Var_05",1.00233548104985,0.9992590489194,1.0042801292326
"1000Mcmc.Rdata","Var_05",1.0295194010979,0.999966648709272,1.03008655579873
"100Mcmc.Rdata","Var_05",1.00364341266403,0.999294314085591,1.0041274950583
"112Mcmc.Rdata","Var_05",0.99990136257566,0.999213587076339,1.00002979551406
"124Mcmc.Rdata","Var_05",1.01140047978429,0.999486707705144,1.0100343299711
"136Mcmc.Rdata","Var_05",1.00145380169387,0.999245097149883,1.00116417259467
"148Mcmc.Rdata","Var_05",1.00276722736048,0.999274275557606,1.00227174878268
"160Mcmc.Rdata","Var_05",1.00252482287277,0.999275571863383,1.00260043839465
"16Mcmc.Rdata","Var_05",1.01291393015281,0.999558603463688,1.01231395239185
"172Mcmc.Rdata","Var_05",1.03852581300994,1.00020640372897,1.03776949415589
"184Mcmc.Rdata","Var_05",1.00345730418231,0.999320280790078,1.00400109241084
